Gene1,Gene2,Score
IRF8,IIGP1,146.0
IRF8,CBFB,158.0
IRF8,KIF20B,146.0
IRF8,S100A6,261.0
IRF8,CSF1R,257.0
IRF8,BTAF1,143.0
IRF8,NOP2,153.0
IRF8,BATF2,146.0
IRF8,NUS1,144.0
IRF8,H2-DMA,126.0
IRF8,GMFB,129.0
IRF8,TOP3B,127.0
IRF8,CKAP2L,126.0
IRF8,OSGIN1,241.0
IRF8,D1ERTD622E,236.0
IRF8,ATP10A,131.0
IRF8,UBR7,129.0
IRF8,NDUFS1,229.0
IRF8,DNM1L,128.0
IRF8,TBL3,140.0
IRF8,E2F4,224.0
IRF8,DOK2,137.0
IRF8,NAP1L3,221.0
IRF8,TEC,216.0
IRF8,NAA50,121.0
IRF8,MTMR1,213.0
IRF8,ATAD2,108.0
IRF8,NUP155,139.0
IRF8,KNSTRN,210.0
IRF8,ATP6AP2,207.0
IRF8,PSAT1,206.0
IRF8,MIS18BP1,105.0
IRF8,HASPIN,194.0
IRF8,GTF2H1,194.0
IRF8,CD244A,193.0
IRF8,CENPO,192.0
IRF8,1700017B05RIK,190.0
IRF8,SULT1A1,189.0
IRF8,XPC,109.0
IRF8,GCNT2,183.0
IRF8,EIF2S1,182.0
IRF8,CENPF,182.0
IRF8,SCARF1,177.0
IRF8,CIPC,177.0
IRF8,BUB1,175.0
IRF8,RANGAP1,173.0
IRF8,NARS,173.0
IRF8,CCL4,171.0
IRF8,STT3B,170.0
IRF8,USP10,168.0
IRF8,FAM111A,164.0
IRF8,CHORDC1,164.0
IRF8,RPP40,163.0
IRF8,ADSL,163.0
IRF8,TSPAN14,162.0
IRF8,PSME4,162.0
IRF8,HAT1,162.0
IRF8,CDCA3,162.0
IRF8,PRMT5,161.0
IRF8,MDN1,159.0
IRF8,INO80D,158.0
IRF8,VSIR,155.0
IRF8,ABCE1,155.0
IRF8,AURKA,153.0
IRF8,HSPH1,151.0
IRF8,SVIP,150.0
IRF8,GM1966,149.0
IRF8,MEIS1,147.0
IRF8,ACSS2,146.0
IRF8,PRPF4,144.0
IRF8,HIF3A,144.0
IRF8,CALCRL,143.0
IRF8,VAV1,142.0
IRF8,TNPO1,142.0
IRF8,BIRC5,142.0
IRF8,PSMD6,139.0
IRF8,FEM1B,134.0
IRF8,NEDD1,133.0
IRF8,NUP107,132.0
IRF8,MYO5A,131.0
IRF8,DHX33,130.0
IRF8,HDGF,127.0
IRF8,SERP1,125.0
IRF8,SMARCA2,123.0
IRF8,MS4A3,118.0
IRF8,ZBTB20,117.0
IRF8,IMMT,114.0
IRF8,CLPTM1L,113.0
IRF8,TRPS1,111.0
IRF8,KAT7,111.0
IRF8,EIF2B1,111.0
IRF8,FCGR3,110.0
IRF8,CASP4,110.0
IRF8,RNF4,109.0
IRF8,FAM102B,109.0
IRF8,INPP5B,108.0
IRF8,PHB2,107.0
IRF8,CENPE,107.0
IRF8,GPD1L,104.0
IRF8,ATP1B3,104.0
IRF8,PLD3,103.0
IRF8,NUPR1,102.0
IRF8,GFM1,102.0
IRF8,SPC25,101.0
IRF8,MYC,553.0
JUN,CREB5,2207.0
JUN,CDT1,2065.0
JUN,COLGALT1,2058.0
JUN,TMX4,2545.0
JUN,SLC35A4,2167.0
JUN,BTG2,1839.0
JUN,GUSB,1806.0
JUN,CAPG,1700.0
JUN,CD63,1987.0
JUN,ABCB8,1888.0
JUN,CD68,1568.0
JUN,TRIM47,2426.0
JUN,ATP8B4,1992.0
JUN,CLEC12A,2058.0
JUN,CCL4,1764.0
JUN,NEURL3,2064.0
JUN,HSPA1A,1844.0
JUN,MTMR4,1639.0
JUN,PPP1R15A,1458.0
JUN,CISH,2465.0
JUN,SHISA5,1564.0
JUN,PLEK,1610.0
JUN,SLFN2,1427.0
JUN,LRRC8B,1542.0
JUN,SPI1,1631.0
JUN,TMEM229B,1726.0
JUN,PRC1,1795.0
JUN,TGM2,2382.0
JUN,ACSS2,2085.0
JUN,UBA7,2126.0
JUN,GBP3,1643.0
JUN,ATAD1,2024.0
JUN,CSE1L,1424.0
JUN,CLTC,1334.0
JUN,TNPO1,1617.0
JUN,LACTB,1480.0
JUN,NFKBIA,1453.0
JUN,TCIRG1,1511.0
JUN,OSGIN1,1525.0
JUN,KLF6,1179.0
JUN,PLD3,1885.0
JUN,ETF1,1484.0
JUN,NCAPG2,1424.0
JUN,HK3,1823.0
JUN,CD44,1218.0
JUN,LSP1,1535.0
JUN,NARS,1241.0
JUN,TPM4,1436.0
JUN,TRIB3,1515.0
JUN,SLC30A5,1198.0
JUN,SIRPA,1150.0
JUN,HAT1,1579.0
JUN,EBI3,2179.0
JUN,EZR,1366.0
JUN,XAF1,1396.0
JUN,DUSP1,1174.0
JUN,ELMO2,1483.0
JUN,NDUFA10,1446.0
JUN,QARS,1281.0
JUN,CAMK2D,1505.0
JUN,RTP4,1598.0
JUN,ELF1,1377.0
JUN,PLIN3,1112.0
JUN,SMARCA2,1161.0
JUN,NAMPT,1208.0
JUN,SLCO4A1,1706.0
JUN,BPIFC,1393.0
JUN,GBP7,1389.0
JUN,PDE4B,925.0
JUN,H2-Q6,1390.0
JUN,TUBGCP2,1304.0
JUN,LRRC59,1018.0
JUN,CLEC4E,1620.0
JUN,ANXA2,1098.0
JUN,CYP4V3,1457.0
JUN,CFP,1384.0
JUN,NOLC1,1073.0
JUN,SLPI,2056.0
JUN,UBE2L6,1578.0
JUN,TXNIP,1658.0
JUN,TMEM154,1552.0
JUN,MARS,1093.0
JUN,F2R,1266.0
JUN,SYNJ1,1130.0
JUN,RUVBL2,1169.0
JUN,GYS1,1169.0
JUN,TFG,1049.0
JUN,TMEM33,1012.0
JUN,CTLA2B,1511.0
JUN,DEF8,1042.0
JUN,RANGAP1,1169.0
JUN,HJURP,762.0
JUN,SLC31A1,1113.0
JUN,UAP1,1100.0
JUN,GBP2,1571.0
JUN,TNIP3,1995.0
JUN,ZEB2,1092.0
JUN,ZFAND5,882.0
JUN,CD244A,1368.0
JUN,TXNDC11,1208.0
JUN,REL,1613.0
JUN,BTAF1,1093.0
JUN,PHF11B,1924.0
JUN,RFC4,1063.0
JUN,ARL11,1043.0
JUN,FIGNL1,732.0
JUN,RAD51AP1,1152.0
JUN,SGMS1,1238.0
JUN,RBPMS,1139.0
JUN,OAS3,1310.0
JUN,UPP1,874.0
JUN,PTPRS,1003.0
JUN,ISG20,1004.0
JUN,FEM1B,1617.0
JUN,PTPRE,1291.0
JUN,E2F8,1524.0
JUN,DHX33,711.0
JUN,CTC1,954.0
JUN,ELOVL5,1018.0
JUN,SLC25A38,937.0
JUN,CDCA5,914.0
JUN,HSPA4,874.0
JUN,NDC80,1075.0
JUN,GOLPH3,1143.0
JUN,KCTD20,914.0
JUN,TOR3A,1064.0
JUN,NUBP2,665.0
JUN,MIEF1,851.0
JUN,PAK1,1681.0
JUN,RETREG1,1630.0
JUN,BIRC5,819.0
JUN,CENPA,1173.0
JUN,IGSF6,1614.0
JUN,PATL1,1312.0
JUN,GALNT6,1044.0
JUN,IFI203,936.0
JUN,NUP107,841.0
JUN,TMEM43,923.0
JUN,RGCC,858.0
JUN,TNFRSF21,1022.0
JUN,DCK,959.0
JUN,HERPUD1,806.0
JUN,SMPDL3A,1052.0
JUN,PPM1F,1463.0
JUN,CBX5,857.0
JUN,KPNA3,602.0
JUN,ARID3B,1199.0
JUN,LONP1,868.0
JUN,LY9,1178.0
JUN,TYROBP,866.0
JUN,ZFP367,851.0
JUN,GIMAP6,948.0
JUN,SHCBP1,815.0
JUN,GEM,961.0
JUN,RGS1,963.0
JUN,DDX20,822.0
JUN,ABCE1,782.0
JUN,NFE2,911.0
JUN,CALCRL,767.0
JUN,PCMTD1,830.0
JUN,CASP4,1709.0
JUN,CLPTM1L,934.0
JUN,STAT2,1095.0
JUN,AHCYL1,767.0
JUN,IDH1,1173.0
JUN,GNS,536.0
JUN,OSBPL8,803.0
JUN,ARID5A,869.0
JUN,ENG,1098.0
JUN,KAT7,717.0
JUN,ADORA2A,1397.0
JUN,UHRF1,759.0
JUN,NAA50,676.0
JUN,TBXAS1,1094.0
JUN,MICU1,762.0
JUN,DNAJC10,790.0
JUN,TLR4,809.0
JUN,S100A6,772.0
JUN,VDR,794.0
JUN,RAB44,1149.0
JUN,GTF2F1,593.0
JUN,FOXRED1,1021.0
JUN,FAM111A,956.0
JUN,ZFP945,897.0
JUN,AKNA,696.0
JUN,NECAP2,761.0
JUN,FAM136A,769.0
JUN,CS,1092.0
JUN,NEDD1,1008.0
JUN,NUPR1,1415.0
JUN,AURKA,1998.0
JUN,NCAPH,828.0
JUN,SLC35E1,657.0
JUN,ACOX3,1121.0
JUN,TMEM184C,759.0
JUN,RCC1,1297.0
JUN,RARB,1136.0
JUN,CTSZ,1085.0
JUN,RELB,1666.0
JUN,TBL3,863.0
JUN,TSC22D1,815.0
JUN,LDHB,1073.0
JUN,SNRNP200,565.0
JUN,KCTD12,1017.0
JUN,ERLIN1,796.0
JUN,ADSSL1,863.0
JUN,CD53,822.0
JUN,CD69,1923.0
JUN,PRMT5,875.0
JUN,POR,555.0
JUN,WSB1,575.0
JUN,RGS18,1014.0
JUN,ARL8B,444.0
JUN,LY6A,899.0
JUN,ANKRD44,966.0
JUN,MTREX,651.0
JUN,ME2,1175.0
JUN,TIMM50,745.0
JUN,TIMM29,584.0
JUN,XRCC6,523.0
JUN,NADK,2080.0
JUN,DOCK10,931.0
JUN,DPP8,637.0
JUN,PHF5A,503.0
JUN,XPNPEP1,612.0
JUN,CST7,1024.0
JUN,ARL6IP6,1672.0
JUN,DENND1C,757.0
JUN,RNF38,951.0
JUN,PHB2,484.0
JUN,UQCRFS1,678.0
JUN,BCL2,608.0
JUN,VKORC1L1,609.0
JUN,ATF7,634.0
JUN,CENPE,646.0
JUN,GCNT2,968.0
JUN,SEC23IP,1072.0
JUN,CHORDC1,807.0
JUN,PSMD1,937.0
JUN,EPRS,600.0
JUN,MAPKAPK3,727.0
JUN,IFRD2,943.0
JUN,TARS,738.0
JUN,STX3,617.0
JUN,ARRDC4,1207.0
JUN,TES,1030.0
JUN,PSEN1,741.0
JUN,RMND5A,863.0
JUN,WDR43,586.0
JUN,MR1,911.0
JUN,MTMR6,674.0
JUN,MGAT1,490.0
JUN,SDF2L1,1165.0
JUN,STRAP,496.0
JUN,ANXA5,738.0
JUN,CDCA4,586.0
JUN,9530068E07RIK,591.0
JUN,STIP1,991.0
JUN,SESN1,650.0
JUN,RIN3,951.0
JUN,NDUFV1,626.0
JUN,ZDHHC13,865.0
JUN,DOK2,547.0
JUN,NAPSA,833.0
JUN,HDGF,1264.0
JUN,KIF11,602.0
JUN,PSME4,692.0
JUN,CDCA3,542.0
JUN,METTL7A1,772.0
JUN,CUL3,560.0
JUN,PLAA,806.0
JUN,PROCR,925.0
JUN,FCGR3,807.0
JUN,NUF2,674.0
JUN,CERS6,771.0
JUN,SERPINA3G,1040.0
JUN,NOL9,623.0
JUN,TBC1D10C,517.0
JUN,SAMD9L,1214.0
JUN,MYO5A,611.0
JUN,YPEL3,894.0
JUN,FEM1A,525.0
JUN,PLEKHO2,790.0
JUN,CSF1R,1171.0
JUN,GALNS,652.0
JUN,CD82,534.0
JUN,PTPN7,910.0
JUN,TOMM40,465.0
JUN,BYSL,775.0
JUN,MKI67,1013.0
JUN,NDRG1,1202.0
JUN,PIK3R2,383.0
JUN,ITSN1,677.0
JUN,ZFP35,480.0
JUN,RRM1,682.0
JUN,GTF2H1,473.0
JUN,FAM76B,559.0
JUN,TRPS1,462.0
JUN,PPP1CB,467.0
JUN,ZFP451,749.0
JUN,CD274,1136.0
JUN,TNFAIP2,1463.0
JUN,INCENP,466.0
JUN,DCAF13,616.0
JUN,RAP1B,585.0
JUN,HMBS,446.0
JUN,CYB5R1,653.0
JUN,PARVG,566.0
JUN,CD300A,772.0
JUN,NUP155,695.0
JUN,CKS2,675.0
JUN,FGFR1OP,569.0
JUN,MTCH2,452.0
JUN,CKAP2L,767.0
JUN,ADO,473.0
JUN,SLBP,535.0
JUN,HP,972.0
JUN,MS4A6C,668.0
JUN,ACOX1,451.0
JUN,MSMO1,473.0
JUN,RORA,731.0
JUN,KPNA1,560.0
JUN,LPCAT2,897.0
JUN,B230219D22RIK,729.0
JUN,TOPORS,662.0
JUN,USP14,645.0
JUN,CCNF,889.0
JUN,SDC4,1694.0
JUN,MAD2L1,454.0
JUN,OSTM1,852.0
JUN,HACD4,534.0
JUN,D1ERTD622E,705.0
JUN,RASA4,573.0
JUN,RTEL1,776.0
JUN,ALDH18A1,576.0
JUN,PA2G4,523.0
JUN,RAD51,536.0
JUN,WDR4,580.0
JUN,FDFT1,484.0
JUN,POLR2B,410.0
JUN,THADA,769.0
JUN,NMD3,573.0
JUN,WDHD1,522.0
JUN,CCNA2,409.0
JUN,PSAT1,739.0
JUN,MED16,385.0
JUN,INTS13,476.0
JUN,CLN5,617.0
JUN,DENND2D,986.0
JUN,HAAO,550.0
JUN,DLST,610.0
JUN,BCAP29,615.0
JUN,SPCS3,947.0
JUN,NOP2,789.0
JUN,CREBRF,678.0
JUN,GMFB,625.0
JUN,EIF2S1,503.0
JUN,MDN1,506.0
JUN,USP37,399.0
JUN,TOP3B,515.0
JUN,UMPS,400.0
JUN,TBC1D5,511.0
JUN,CASP1,575.0
JUN,GSR,521.0
JUN,TFRC,439.0
JUN,LAPTM4B,405.0
JUN,DNAJC5,374.0
JUN,FAM102B,436.0
JUN,NUSAP1,925.0
JUN,NUP93,499.0
JUN,TSPAN14,310.0
JUN,DDX39,600.0
JUN,XPC,476.0
JUN,TRIM16,810.0
JUN,PPM1G,466.0
JUN,CCDC137,572.0
JUN,PFKFB3,582.0
JUN,IRF9,449.0
JUN,SUPV3L1,910.0
JUN,DUS1L,319.0
JUN,METAP1,469.0
JUN,SARAF,480.0
JUN,BC005561,733.0
JUN,PIP4K2A,504.0
JUN,PDIA4,419.0
JUN,SEC24D,504.0
JUN,SLC26A2,490.0
JUN,PARP8,562.0
JUN,ICAM1,1313.0
JUN,TMEM97,1154.0
JUN,NUDCD1,776.0
JUN,GRK3,1401.0
JUN,TAB1,563.0
JUN,ODC1,437.0
JUN,ACAA2,426.0
JUN,MOGS,477.0
JUN,SCARB1,521.0
JUN,TRMT6,292.0
JUN,CIPC,682.0
JUN,VAV3,483.0
JUN,ELAC2,296.0
JUN,RARS,363.0
JUN,LONP2,388.0
JUN,CDC45,801.0
JUN,PRPF4,485.0
JUN,INO80D,583.0
JUN,CEP55,386.0
JUN,FUCA2,486.0
JUN,ORC2,433.0
JUN,GARS,456.0
JUN,EIF3B,382.0
JUN,MORC3,505.0
JUN,CSF3R,1026.0
JUN,MCM4,449.0
JUN,ATP1B3,576.0
JUN,RPTOR,395.0
JUN,PIK3R1,1132.0
JUN,USP42,463.0
JUN,SETD2,594.0
JUN,HARS,769.0
JUN,POLD1,411.0
JUN,CHRNB1,324.0
JUN,POLR1B,312.0
JUN,SRSF1,385.0
JUN,H2-DMA,425.0
JUN,MLKL,507.0
JUN,HLF,458.0
JUN,PRMT7,370.0
JUN,ABHD17B,311.0
JUN,RAD21,770.0
JUN,HUS1,620.0
JUN,PSMD9,478.0
JUN,ITGAL,579.0
JUN,DDX21,356.0
JUN,MIS18BP1,644.0
JUN,PDZK1IP1,629.0
JUN,APOE,458.0
JUN,CDKN1A,712.0
JUN,GNL3,471.0
JUN,CBFB,456.0
JUN,TRIM35,364.0
JUN,NCEH1,407.0
JUN,CTSL,385.0
JUN,AKAP8L,479.0
JUN,SEH1L,465.0
JUN,ANXA3,447.0
JUN,OTUD4,520.0
JUN,ZHX1,394.0
JUN,EIF2B1,396.0
JUN,ARFGEF2,596.0
JUN,EML4,561.0
JUN,DEK,647.0
JUN,CCDC50,499.0
JUN,PLA2G15,1693.0
JUN,IMMT,355.0
JUN,GLRX5,319.0
JUN,SLC20A1,310.0
JUN,NSUN2,305.0
JUN,IPO9,853.0
JUN,MYO1F,512.0
JUN,IDH3A,314.0
JUN,IARS2,542.0
JUN,PTTG1IP,544.0
JUN,TRIM30D,448.0
JUN,IARS,438.0
JUN,EFTUD2,278.0
JUN,ARHGEF39,766.0
JUN,VAV1,592.0
JUN,LCP2,410.0
JUN,CYBC1,510.0
JUN,REXO2,633.0
JUN,TACC3,254.0
JUN,PRIM2,596.0
JUN,PSME3,366.0
JUN,GABBR1,543.0
JUN,E2F4,365.0
JUN,APBB1,592.0
JUN,ALAS1,1044.0
JUN,ADK,331.0
JUN,PLAG1,719.0
JUN,9430015G10RIK,421.0
JUN,COPB1,397.0
JUN,OASL2,483.0
JUN,H2AFX,331.0
JUN,TCF19,414.0
JUN,DNAJC11,424.0
JUN,BATF2,470.0
JUN,IKZF1,518.0
JUN,CDC6,257.0
JUN,SNX30,338.0
JUN,PITPNC1,429.0
JUN,HYOU1,271.0
JUN,RABGGTB,314.0
JUN,PTCD3,416.0
JUN,DDX58,496.0
JUN,GLB1,434.0
JUN,FASTKD2,282.0
JUN,GNG2,1039.0
JUN,BID,261.0
JUN,PIM2,1468.0
JUN,HNRNPLL,404.0
JUN,GANAB,337.0
JUN,CENPO,310.0
JUN,CD74,1175.0
JUN,PHKB,698.0
JUN,CSGALNACT2,499.0
JUN,SHMT1,759.0
JUN,RPA2,324.0
JUN,MFSD14B,370.0
JUN,ATAD2,612.0
JUN,SGO1,414.0
JUN,DUT,278.0
JUN,EDEM1,326.0
JUN,FCER1G,352.0
JUN,RGS19,382.0
JUN,ATRN,336.0
JUN,NRROS,397.0
JUN,NEIL3,814.0
JUN,ANXA1,348.0
JUN,CKS1B,376.0
JUN,OTUD6B,265.0
JUN,CTR9,333.0
JUN,ZNRF2,253.0
JUN,DTL,246.0
JUN,GMCL1,243.0
JUN,NCLN,455.0
JUN,RANBP3,428.0
JUN,PRELID3B,411.0
JUN,CNRIP1,407.0
JUN,SLC39A6,541.0
JUN,IFI30,426.0
JUN,UBR7,377.0
JUN,MCM5,254.0
JUN,TMEM206,431.0
JUN,1700017B05RIK,647.0
JUN,SLC35B4,290.0
JUN,MRPL20,481.0
JUN,CENPK,274.0
JUN,IL6ST,411.0
JUN,RCSD1,1162.0
JUN,NWD1,482.0
JUN,HSPH1,338.0
JUN,STT3A,350.0
JUN,METTL27,875.0
JUN,SFXN1,864.0
JUN,DHRS3,354.0
JUN,RGS2,269.0
JUN,NPTN,379.0
JUN,CSF2RB,356.0
JUN,NFAT5,687.0
JUN,OSBPL1A,420.0
JUN,DNAJC9,436.0
JUN,TEX10,253.0
JUN,SLC2A3,415.0
JUN,EGR1,505.0
JUN,CD52,289.0
JUN,SLC43A3,1605.0
JUN,SRM,412.0
JUN,ACLY,283.0
JUN,F11R,645.0
JUN,SERP1,281.0
JUN,PTDSS1,348.0
JUN,FBXO5,824.0
JUN,EMILIN1,379.0
JUN,MCM2,291.0
JUN,MAPK1,385.0
JUN,MTOR,265.0
JUN,CD93,369.0
JUN,TCP11L2,386.0
JUN,PSMC2,356.0
JUN,SZT2,318.0
JUN,PBX1,340.0
JUN,GPD1L,300.0
JUN,MFSD1,239.0
JUN,C1RL,459.0
JUN,ST6GALNAC4,473.0
JUN,FGL2,356.0
JUN,EIF4ENIF1,327.0
JUN,TIPIN,272.0
JUN,STOM,347.0
JUN,SERPINB9,457.0
JUN,PWP2,339.0
JUN,API5,503.0
JUN,HDAC2,315.0
JUN,NFAM1,378.0
JUN,STAG2,615.0
JUN,CDCA8,352.0
JUN,TPX2,262.0
JUN,RFC5,430.0
JUN,HEXA,533.0
JUN,BUB1,344.0
JUN,RPN1,268.0
JUN,H2-AA,467.0
JUN,NDUFS1,495.0
JUN,SELENOP,511.0
JUN,SPC24,352.0
JUN,ZFP322A,501.0
JUN,POLA2,306.0
JUN,ZFP24,357.0
JUN,PPAT,330.0
JUN,NCAPG,268.0
JUN,ELP2,351.0
JUN,RNF4,265.0
JUN,FCGRT,360.0
JUN,CCL9,377.0
JUN,ANGPT1,678.0
JUN,ARMT1,357.0
JUN,BC035044,955.0
JUN,MCM10,240.0
JUN,ITPR1,290.0
JUN,HASPIN,652.0
JUN,SF3B3,288.0
JUN,RPA1,207.0
JUN,GFM1,309.0
JUN,THSD1,403.0
JUN,MCM7,360.0
JUN,FES,272.0
JUN,ADSL,375.0
JUN,USP10,374.0
JUN,ZDHHC6,399.0
JUN,TMX3,212.0
JUN,PRKCD,815.0
JUN,LIG1,209.0
JUN,RPRD1B,174.0
JUN,FRRS1,334.0
JUN,CSTF2,383.0
JUN,ACOT9,337.0
JUN,POLE3,216.0
JUN,UBAC1,280.0
JUN,LYN,622.0
JUN,SH3BGRL,355.0
JUN,ALDH9A1,243.0
JUN,FAM91A1,329.0
JUN,MIS12,252.0
JUN,HNRNPAB,397.0
JUN,SERPINB6A,388.0
JUN,AP1S2,289.0
JUN,ASF1B,213.0
JUN,IL21R,525.0
JUN,EYA2,855.0
JUN,TTLL12,251.0
JUN,LMO4,231.0
JUN,APLP2,325.0
JUN,PFKP,393.0
JUN,MAP4K2,848.0
JUN,PREP,398.0
JUN,RPS6KA5,245.0
JUN,DHFR,208.0
JUN,ABL1,244.0
JUN,HMGB2,259.0
JUN,NCF1,980.0
JUN,B3GNT5,752.0
JUN,SATB1,875.0
JUN,IRGM2,512.0
JUN,OTULINL,292.0
JUN,RB1,294.0
JUN,TUBGCP3,284.0
JUN,NAPRT,605.0
JUN,ATP13A1,302.0
JUN,UBA2,259.0
JUN,EAF1,368.0
JUN,IL27RA,683.0
JUN,SPTBN1,271.0
JUN,TBC1D9B,454.0
JUN,WDR5,230.0
JUN,LAP3,325.0
JUN,EEF1E1,399.0
JUN,DDX60,313.0
JUN,ATG12,193.0
JUN,AP3S1,193.0
JUN,NPLOC4,453.0
JUN,WDR55,136.0
JUN,IFI209,303.0
JUN,INPP5B,565.0
JUN,FGGY,453.0
JUN,MEIS1,268.0
JUN,NUS1,293.0
JUN,MXD3,341.0
JUN,ALDOC,358.0
JUN,ZMIZ1,216.0
JUN,TMEM37,183.0
JUN,ATP6AP2,302.0
JUN,FARSB,737.0
JUN,PSMG2,226.0
JUN,ERCC8,226.0
JUN,SLC19A1,411.0
JUN,BDH2,263.0
JUN,PBK,255.0
JUN,MRPL37,245.0
JUN,TTF2,199.0
JUN,SYK,255.0
JUN,ERGIC1,239.0
JUN,NDE1,307.0
JUN,PRKCH,247.0
JUN,MPZL1,297.0
JUN,MOB3C,421.0
JUN,JARID2,213.0
JUN,MTHFD1,249.0
JUN,FTSJ3,262.0
JUN,NCAPD2,313.0
JUN,TSC22D3,192.0
JUN,ECT2,217.0
JUN,YBX3,381.0
JUN,GMNN,194.0
JUN,SMC2,250.0
JUN,TYMS,271.0
JUN,JPT2,220.0
JUN,PRODH,459.0
JUN,KIF20B,171.0
JUN,GOLIM4,165.0
JUN,UNC93B1,356.0
JUN,TRMT11,309.0
JUN,SNAP47,216.0
JUN,STT3B,201.0
JUN,TMEM50B,446.0
JUN,CYP2J6,379.0
JUN,ABL2,315.0
JUN,STXBP4,227.0
JUN,BUB1B,226.0
JUN,FLNA,263.0
JUN,FAR1,319.0
JUN,GFI1B,303.0
JUN,DDX1,350.0
JUN,TECPR1,211.0
JUN,ISYNA1,253.0
JUN,CRISPLD1,818.0
JUN,GEMIN5,358.0
JUN,CDK1,265.0
JUN,TIFAB,246.0
JUN,ZFP53,314.0
JUN,DOCK11,237.0
JUN,TEC,181.0
JUN,SLC29A1,788.0
JUN,PSMD6,376.0
JUN,HDAC7,420.0
JUN,KIF13A,269.0
JUN,SOCS2,285.0
JUN,KIF17,263.0
JUN,YBX1,289.0
JUN,PNO1,199.0
JUN,IGTP,234.0
JUN,CYFIP2,757.0
JUN,PTGS1,195.0
JUN,PADI4,358.0
JUN,PCMTD2,190.0
JUN,TRIM59,205.0
JUN,PANX1,243.0
JUN,REXO4,248.0
JUN,ABCB10,152.0
JUN,MSH6,193.0
JUN,CDC20,213.0
JUN,FLNB,239.0
JUN,FASTKD3,255.0
JUN,SMPD4,275.0
JUN,5430427O19RIK,324.0
JUN,F13A1,204.0
JUN,MYC,433.0
JUN,DNM1L,458.0
JUN,MAML3,369.0
JUN,TAF12,261.0
JUN,PUS7,255.0
JUN,GATM,309.0
JUN,CDC7,236.0
JUN,MLLT3,173.0
JUN,TOMM70A,251.0
JUN,CCNB2,171.0
JUN,SSH3,220.0
JUN,RACGAP1,240.0
JUN,PCLAF,181.0
JUN,GRINA,274.0
JUN,FCHO2,274.0
JUN,SERPINB6B,208.0
JUN,MEMO1,193.0
JUN,CTSO,325.0
JUN,NUP88,199.0
JUN,PPID,337.0
JUN,SPIDR,186.0
JUN,FUT7,195.0
JUN,SERPINB1A,639.0
JUN,H1F0,258.0
JUN,CNN3,349.0
JUN,PLSCR4,451.0
JUN,GPRASP1,284.0
JUN,IRF8,429.0
JUN,GPR65,221.0
JUN,NUDT19,297.0
JUN,INTS8,279.0
JUN,ATP10A,308.0
JUN,NASP,531.0
JUN,TGFBR1,273.0
JUN,SLC16A1,191.0
JUN,MTMR1,239.0
JUN,CNIH1,273.0
JUN,CIP2A,265.0
JUN,FBXW11,290.0
JUN,PEAR1,593.0
JUN,MAMDC2,394.0
JUN,GOLT1B,181.0
JUN,TM6SF1,270.0
JUN,RCOR1,264.0
JUN,MCOLN2,307.0
JUN,MTUS1,201.0
JUN,FAM189B,204.0
JUN,TUBA4A,197.0
JUN,MFSD10,153.0
JUN,CAD,227.0
JUN,CENPF,294.0
JUN,CERK,197.0
JUN,ATP11C,256.0
JUN,MCM3,208.0
JUN,KIF22,185.0
JUN,SNRPB,280.0
JUN,ATP6AP1,202.0
JUN,SPPL2B,257.0
JUN,COQ8A,204.0
JUN,VSIR,189.0
JUN,ZBTB38,345.0
JUN,CSRP3,292.0
JUN,GLIPR2,185.0
JUN,VPS35,220.0
JUN,RAB31,337.0
JUN,ORC6,220.0
JUN,MTR,238.0
JUN,CKAP5,167.0
JUN,GPR160,262.0
JUN,TSPOAP1,216.0
JUN,NPDC1,275.0
JUN,UTP4,203.0
JUN,TOP2A,147.0
JUN,SLA2,185.0
JUN,CTPS,190.0
JUN,MNS1,138.0
JUN,NUP85,105.0
JUN,RPS6KA3,200.0
JUN,TENT5A,387.0
JUN,NUDT4,182.0
JUN,JPT1,342.0
JUN,NR3C2,310.0
JUN,SELENBP1,265.0
JUN,IFI44,230.0
JUN,RPP40,172.0
JUN,HMGB3,465.0
JUN,ABCG2,159.0
JUN,RORC,462.0
JUN,XRCC3,141.0
JUN,BTK,212.0
JUN,AGPS,216.0
JUN,MTO1,263.0
JUN,ST8SIA4,154.0
JUN,CSAD,443.0
JUN,NAV1,252.0
JUN,ENPP5,274.0
JUN,ARHGAP15,308.0
JUN,MCM6,227.0
JUN,TIMP2,235.0
JUN,OBSL1,273.0
JUN,RPAP1,176.0
JUN,EBF1,175.0
JUN,SLC25A46,172.0
JUN,SNAP23,310.0
JUN,TSPAN3,205.0
JUN,SIGLECG,403.0
JUN,HDGFL3,400.0
JUN,4833439L19RIK,155.0
JUN,CKAP2,246.0
JUN,SLC44A2,140.0
JUN,TSPAN2,306.0
JUN,EPAS1,130.0
JUN,GK,136.0
JUN,CYC1,199.0
JUN,SCARF1,216.0
JUN,HELLS,244.0
JUN,PSTPIP1,274.0
JUN,ARID2,197.0
JUN,RAB37,156.0
JUN,ZBTB20,208.0
JUN,MYO1G,248.0
JUN,PLA2G12A,345.0
JUN,SORL1,231.0
JUN,NDRG2,218.0
JUN,HCFC1,138.0
JUN,IL17RA,325.0
JUN,GCLC,196.0
JUN,IL12A,800.0
JUN,PRDM16,304.0
JUN,CDK6,161.0
JUN,PRIM1,109.0
JUN,SOAT1,205.0
JUN,CDCA7,191.0
JUN,KNSTRN,172.0
