Gene1,Gene2
CITED2,PITX2
PITX2,TFAP2A
TFAP2A,PITX2
PITX2,CTNNB1
CTNNB1,PITX2
CTNNB1,MAGI3
RFXANK,CIITA
CIITA,RFXANK
RFXANK,HDAC9
HDAC9,RFXANK
LDB2,NHLH2
NHLH2,LDB2
LDB2,LMO3
LMO3,LDB2
LDB2,GATA2
GATA2,LDB2
UHRF1,ESCO2
MCM7,CCNE2
MCM7,DTL
MCM7,WDHD1
MCM7,RAD51
RAD51,MCM7
MCM7,RBBP4
RBBP4,MCM7
MCM7,CDC20
MCM7,DSCC1
MCM7,CDC7
MCM7,TTK
MCM7,CHEK2
MCM7,DNMT1
DNMT1,MCM7
MCM7,PRIM1
MCM7,MCM3
MCM3,MCM7
MCM7,RFC3
MCM7,POLR2A
POLR2A,MCM7
ARNT2,HIF1A
HIF1A,ARNT2
POLR1B,WDR3
PDCD11,WDR3
DDX54,WDR3
MYBBP1A,WDR3
HCFC1,WDR5
WDR5,HCFC1
HCFC1,ASXL1
ASXL1,HCFC1
HCFC1,TFB2M
HCFC1,TEX10
HCFC1,CXXC1
CXXC1,HCFC1
HCFC1,ASH2L
ASH2L,HCFC1
HCFC1,RUVBL1
RUVBL1,HCFC1
HCFC1,FOXK1
FOXK1,HCFC1
HCFC1,RUVBL2
RUVBL2,HCFC1
RBM14,SRSF3
SRSF3,RBM14
RBM14,SSB
SSB,RBM14
RBM14,MED16
MED16,RBM14
RBM14,XRCC5
XRCC5,RBM14
RBM14,HNRNPK
HNRNPK,RBM14
RBM14,PPARGC1B
PPARGC1B,RBM14
RBM14,MED14
MED14,RBM14
RBM14,ALYREF
ALYREF,RBM14
RBM14,ILF2
ILF2,RBM14
RBM14,SFPQ
SFPQ,RBM14
RBM14,U2AF1
U2AF1,RBM14
RBM14,ILF3
ILF3,RBM14
RBM14,RBMX
RBMX,RBM14
SRC,ELMO1
PPARGC1B,WWP1
WWP1,PPARGC1B
PPARGC1B,MED16
MED16,PPARGC1B
PPARGC1B,ESRRG
ESRRG,PPARGC1B
PPARGC1B,MED14
MED14,PPARGC1B
NFKBIB,TRAF6
TRAF6,NFKBIB
NFKBIB,PSMD9
PSMD9,NFKBIB
NFKBIB,MALT1
NFKBIB,CUL1
NFKBIB,TRIM25
TRIM25,NFKBIB
HNRNPD,YBX1
YBX1,HNRNPD
HNRNPD,CSDE1
CSDE1,HNRNPD
HNRNPD,RNPS1
RNPS1,HNRNPD
HNRNPD,HNRNPK
HNRNPK,HNRNPD
HNRNPD,SF1
SF1,HNRNPD
HNRNPD,ELAVL2
ELAVL2,HNRNPD
HNRNPD,POLR2H
POLR2H,HNRNPD
HNRNPD,SFPQ
SFPQ,HNRNPD
HNRNPD,SNRPB
SNRPB,HNRNPD
HNRNPD,HNRNPAB
HNRNPAB,HNRNPD
HNRNPD,RBMX
RBMX,HNRNPD
HNRNPD,SRSF3
SRSF3,HNRNPD
HNRNPD,KHSRP
KHSRP,HNRNPD
HNRNPD,ALYREF
ALYREF,HNRNPD
HNRNPD,SRSF10
SRSF10,HNRNPD
HNRNPD,SRSF2
SRSF2,HNRNPD
HNRNPD,POLR2F
POLR2F,HNRNPD
HNRNPD,POLR2K
POLR2K,HNRNPD
HNRNPD,POLR2A
POLR2A,HNRNPD
DAB2,SNX18
POLR1B,TTC27
DDX54,TTC27
TFE3,TFDP1
TFDP1,TFE3
PDCD11,MRPL1
STAT2,OAS1
STAT2,TLR7
TLR7,STAT2
STAT2,IL6ST
RAD51,RMI1
ZFP42,SOX2
SOX2,ZFP42
RUVBL1,MBIP
RUVBL1,TLE2
TLE2,RUVBL1
RUVBL1,RBBP4
RBBP4,RUVBL1
RUVBL1,CTNNB1
CTNNB1,RUVBL1
RUVBL1,RUVBL2
RUVBL2,RUVBL1
RUVBL1,EEF1A1
EEF1A1,RUVBL1
RUVBL1,CENPK
CENPK,RUVBL1
RUVBL1,WDR5
WDR5,RUVBL1
RUVBL1,TLE1
TLE1,RUVBL1
RUVBL1,TLE3
TLE3,RUVBL1
RUVBL1,TEX10
RUVBL1,UPF1
UPF1,RUVBL1
TRAF6,MALT1
CENPK,DYNC1I1
PGR,DYNC1I1
AR,DYNC1I1
EZH2,KIF15
EZH2,ATRX
ATRX,EZH2
EZH2,DTL
EZH2,PBX1
PBX1,EZH2
EZH2,POLR2H
POLR2H,EZH2
EZH2,RBBP4
RBBP4,EZH2
EZH2,DNMT3B
DNMT3B,EZH2
EZH2,CTNNB1
CTNNB1,EZH2
EZH2,GATA4
GATA4,EZH2
EZH2,RARG
RARG,EZH2
EZH2,WDR5
WDR5,EZH2
EZH2,HOXB3
HOXB3,EZH2
EZH2,TFDP1
TFDP1,EZH2
EZH2,ASXL1
ASXL1,EZH2
EZH2,TTK
EZH2,PARP1
PARP1,EZH2
EZH2,KDM6A
EZH2,GATAD2A
GATAD2A,EZH2
EZH2,ASH2L
ASH2L,EZH2
EZH2,SRSF2
SRSF2,EZH2
EZH2,POLR2F
POLR2F,EZH2
EZH2,DNMT1
DNMT1,EZH2
EZH2,POLR2K
POLR2K,EZH2
EZH2,AR
AR,EZH2
EZH2,SNAI2
SNAI2,EZH2
EZH2,NCOA6
NCOA6,EZH2
EZH2,UHRF1
UHRF1,EZH2
EZH2,PHC1
EZH2,POLR2A
POLR2A,EZH2
FXR1,ATP11B
ASB4,ASB9
ASB9,ASB4
ASB4,WWP1
WWP1,ASB4
ASB4,GLMN
ASB4,CDC20
ASB4,RNF14
RNF14,ASB4
ASB4,MEX3C
ASB4,CUL1
ASB4,RNF19A
RNF19A,ASB4
ASB4,NEDD4
ETV4,EWSR1
EWSR1,ETV4
MCM3,DSCC1
E2F7,CDCA8
SOX2,POU2F1
POU2F1,SOX2
SOX2,FOXD3
FOXD3,SOX2
SOX2,PBX1
PBX1,SOX2
SOX2,POLR2H
POLR2H,SOX2
SOX2,OTX2
OTX2,SOX2
SOX2,MSX1
MSX1,SOX2
SOX2,PROM1
SOX2,NR0B1
NR0B1,SOX2
SOX2,CTNNB1
CTNNB1,SOX2
SOX2,GATA4
GATA4,SOX2
SOX2,FN1
SOX2,LIN28A
LIN28A,SOX2
SOX2,KLF5
KLF5,SOX2
SOX2,TCF4
TCF4,SOX2
SOX2,EOMES
EOMES,SOX2
SOX2,POLR2F
POLR2F,SOX2
SOX2,SALL2
SALL2,SOX2
SOX2,DNMT1
DNMT1,SOX2
SOX2,POLR2K
POLR2K,SOX2
SOX2,POU3F1
POU3F1,SOX2
SOX2,ZEB1
ZEB1,SOX2
SOX2,SNAI2
SNAI2,SOX2
SOX2,POLR2A
POLR2A,SOX2
MED14,MED16
MED16,MED14
MED14,POLR2H
POLR2H,MED14
MED14,POLR2F
POLR2F,MED14
MED14,POLR2K
POLR2K,MED14
MED14,POLR2A
POLR2A,MED14
DDX54,POLR1B
POLR1B,DDX54
DDX54,TFB2M
DDX54,NOC3L
DDX54,MYBBP1A
MYBBP1A,DDX54
DDX54,PDCD11
PDCD11,DDX54
DDX54,TEX10
TRIM25,OAS1
TRIM25,TRAF6
TRAF6,TRIM25
TRIM25,SP100
SP100,TRIM25
TRIM25,NCAM1
TRIM25,CIITA
CIITA,TRIM25
TRIM25,KLF5
KLF5,TRIM25
TRIM25,HLA-DRB1
TRIM25,RFC3
TRIM25,HLA-DQB1
GRHL1,PPARA
PPARA,GRHL1
GRHL1,NCOA6
NCOA6,GRHL1
PGR,NRIP1
NRIP1,PGR
PGR,SRC
SRC,PGR
PGR,GATA3
GATA3,PGR
PGR,TLE3
TLE3,PGR
PGR,PRKACB
PGR,MAPK10
MAPK10,PGR
PGR,ERBB4
PGR,AR
AR,PGR
MED16,SUPT7L
SUPT7L,MED16
TFDP1,PMAIP1
ASB9,CUL1
WWP1,CUL1
MAML3,CUL1
CTNNB1,CUL1
RNF14,CUL1
E2F4,CUL1
TFDP1,CUL1
PSMD9,CUL1
RNF19A,CUL1
RBPJ,CUL1
YAF2,EHMT2
EHMT2,YAF2
YAF2,CBX3
CBX3,YAF2
YAF2,TFDP1
TFDP1,YAF2
DNMT3B,EHMT2
EHMT2,DNMT3B
DNMT3B,RBBP4
RBBP4,DNMT3B
DNMT3B,DNMT1
DNMT1,DNMT3B
DNMT3B,SAP18
SAP18,DNMT3B
DNMT3B,UHRF1
UHRF1,DNMT3B
SIX6,FZD5
SIX6,OTX2
OTX2,SIX6
SIX6,DACH1
DACH1,SIX6
FOXK1,ASXL1
ASXL1,FOXK1
GTF2H2,POLR1B
POLR1B,GTF2H2
GTF2H2,MLLT3
MLLT3,GTF2H2
GTF2H2,PARP1
PARP1,GTF2H2
GTF2H2,TAF1L
TAF1L,GTF2H2
GTF2H2,POLR2H
POLR2H,GTF2H2
GTF2H2,POLR2F
POLR2F,GTF2H2
GTF2H2,POLR2K
POLR2K,GTF2H2
GTF2H2,POLR1C
POLR1C,GTF2H2
GTF2H2,TCEA1
TCEA1,GTF2H2
GTF2H2,RFC3
GTF2H2,POLR2A
POLR2A,GTF2H2
HOXB4,HOXB6
HOXB6,HOXB4
HOXB4,WDR5
WDR5,HOXB4
HOXB4,HOXB3
HOXB3,HOXB4
HOXB4,KDM6A
HOXB4,ASH2L
ASH2L,HOXB4
HOXB4,POLR2H
POLR2H,HOXB4
HOXB4,POLR2F
POLR2F,HOXB4
HOXB4,POLR2K
POLR2K,HOXB4
HOXB4,NCOA6
NCOA6,HOXB4
HOXB4,POLR2A
POLR2A,HOXB4
HOXB4,GATA2
GATA2,HOXB4
CREB3L2,CREB3L4
CREB3L4,CREB3L2
CREB3L2,PRKACB
HIST1H1B,H1F0
H1F0,HIST1H1B
HIST1H1B,KAT6A
KAT6A,HIST1H1B
HIST1H1B,HMGA1
HMGA1,HIST1H1B
HIST1H1B,TRIM33
TRIM33,HIST1H1B
HIST1H1B,CBX3
CBX3,HIST1H1B
HIST1H1B,DNMT1
DNMT1,HIST1H1B
BRWD1,ATRX
ATRX,BRWD1
HOXB2,WDR5
WDR5,HOXB2
HOXB2,PBX1
PBX1,HOXB2
HOXB2,KDM6A
HOXB2,ASH2L
ASH2L,HOXB2
HOXB2,POLR2H
POLR2H,HOXB2
HOXB2,POLR2F
POLR2F,HOXB2
HOXB2,POLR2K
POLR2K,HOXB2
HOXB2,NCOA6
NCOA6,HOXB2
HOXB2,POLR2A
POLR2A,HOXB2
PURA,RAD51
RAD51,PURA
PURA,MCM3
MCM3,PURA
PURA,RFC3
NR2C1,NRIP1
NRIP1,NR2C1
GATA4,HAND2
HAND2,GATA4
GATA4,TBX20
TBX20,GATA4
GATA4,GATA3
GATA3,GATA4
GATA4,HOPX
HOPX,GATA4
GATA4,BMPR1A
BMPR1A,GATA4
GATA4,ZFPM2
ZFPM2,GATA4
GATA4,NFATC1
NFATC1,GATA4
GATA4,BMP2
BMP2,GATA4
GATA4,MYOCD
MYOCD,GATA4
GATA4,SMAD5
SMAD5,GATA4
GATA4,GATA2
GATA2,GATA4
CENPK,ERCC6L
CBX3,RBBP4
RBBP4,CBX3
CBX3,CDC7
CBX3,TFDP1
TFDP1,CBX3
CBX3,GATAD2A
GATAD2A,CBX3
CBX3,EHMT2
EHMT2,CBX3
SUPT7L,TADA1
SMAD5,ZFYVE16
BMPR1A,ZFYVE16
BMP2,ZFYVE16
BCL11A,RBBP4
RBBP4,BCL11A
EEF1A1,POLR2A
POLR2A,EEF1A1
SP100,TRIM2
CIITA,TRIM2
TLE1,CAMK2D
PARP1,CAMK2D
ASH2L,RARG
RARG,ASH2L
ASH2L,WDR5
WDR5,ASH2L
ASH2L,TLE1
TLE1,ASH2L
ASH2L,SPP1
ASH2L,HOXB3
HOXB3,ASH2L
ASH2L,TLE3
TLE3,ASH2L
ASH2L,TLE2
TLE2,ASH2L
ASH2L,PBX1
PBX1,ASH2L
ASH2L,KDM6A
ASH2L,CXXC1
CXXC1,ASH2L
ASH2L,POLR2H
POLR2H,ASH2L
ASH2L,RBBP4
RBBP4,ASH2L
ASH2L,POLR2F
POLR2F,ASH2L
ASH2L,POLR2K
POLR2K,ASH2L
ASH2L,CTNNB1
CTNNB1,ASH2L
ASH2L,NCOA6
NCOA6,ASH2L
ASH2L,POLR2A
POLR2A,ASH2L
ASH2L,PRMT6
WWP1,ERBB4
PDGFA,ERBB4
POLR2K,SNAPC3
SNAPC3,POLR2K
POLR2K,RARG
RARG,POLR2K
POLR2K,YBX1
YBX1,POLR2K
POLR2K,POLR1B
POLR1B,POLR2K
POLR2K,SRSF3
SRSF3,POLR2K
POLR2K,SSB
SSB,POLR2K
POLR2K,POU2F1
POU2F1,POLR2K
POLR2K,WDR5
WDR5,POLR2K
POLR2K,POLR3G
POLR2K,DEK
DEK,POLR2K
POLR2K,RNPS1
RNPS1,POLR2K
POLR2K,HOXB3
HOXB3,POLR2K
POLR2K,ESRP1
POLR2K,HNRNPK
HNRNPK,POLR2K
POLR2K,MLLT3
MLLT3,POLR2K
POLR2K,NFIB
NFIB,POLR2K
POLR2K,PBX1
PBX1,POLR2K
POLR2K,TAF1L
TAF1L,POLR2K
POLR2K,ALYREF
ALYREF,POLR2K
POLR2K,NFIA
NFIA,POLR2K
POLR2K,SF1
SF1,POLR2K
POLR2K,KDM6A
POLR2K,ELAVL2
ELAVL2,POLR2K
POLR2K,POLR2H
POLR2H,POLR2K
POLR2K,GTF3C4
GTF3C4,POLR2K
POLR2K,SRSF10
SRSF10,POLR2K
POLR2K,SNRPB
SNRPB,POLR2K
POLR2K,RBBP4
RBBP4,POLR2K
POLR2K,SRSF2
SRSF2,POLR2K
POLR2K,POLR2F
POLR2F,POLR2K
POLR2K,NFIC
NFIC,POLR2K
POLR2K,POLR1C
POLR1C,POLR2K
POLR2K,NCOA6
NCOA6,POLR2K
POLR2K,POU2F2
POU2F2,POLR2K
POLR2K,RBFOX2
RBFOX2,POLR2K
POLR2K,TCEA1
TCEA1,POLR2K
POLR2K,RBMX
RBMX,POLR2K
POLR2K,RFC3
POLR2K,POLR2A
POLR2A,POLR2K
POLR2K,MYBBP1A
MYBBP1A,POLR2K
SP100,OAS1
SP100,DAXX
DAXX,SP100
SP100,TRIM22
TRIM22,SP100
SP100,NCAM1
SP100,CIITA
CIITA,SP100
SP100,ETS1
ETS1,SP100
SP100,HLA-DRB1
SP100,HLA-DQB1
OTX2,SOX3
SOX3,OTX2
OTX2,DKK1
OTX2,MEIS2
MEIS2,OTX2
CTNNB1,SRC
SRC,CTNNB1
CTNNB1,TLE2
TLE2,CTNNB1
CTNNB1,FZD5
CTNNB1,SOX3
SOX3,CTNNB1
CTNNB1,RUVBL2
RUVBL2,CTNNB1
CTNNB1,FN1
CTNNB1,SOX13
SOX13,CTNNB1
CTNNB1,TLE1
TLE1,CTNNB1
CTNNB1,PSMD9
PSMD9,CTNNB1
CTNNB1,TLE3
TLE3,CTNNB1
CTNNB1,TJP2
CTNNB1,PRKACB
CTNNB1,TCF4
TCF4,CTNNB1
CTNNB1,DKK1
CTNNB1,AR
AR,CTNNB1
CTNNB1,SNAI2
SNAI2,CTNNB1
CTNNB1,HIF1A
HIF1A,CTNNB1
H1F0,HMGA1
HMGA1,H1F0
H1F0,LIN28A
LIN28A,H1F0
PTMA,SRSF2
SRSF2,PTMA
ILF2,QPCT
PSMD9,PRICKLE1
RBPJ,RBBP8
RBPJ,TLE2
TLE2,RBPJ
RBPJ,PBX1
PBX1,RBPJ
RBPJ,MAML3
MAML3,RBPJ
RBPJ,MAMLD1
RBPJ,TLE1
TLE1,RBPJ
RBPJ,TFDP1
TFDP1,RBPJ
RBPJ,NFATC1
NFATC1,RBPJ
RBPJ,HDAC9
HDAC9,RBPJ
MAFF,MAFG
MAFG,MAFF
GATA2,GATA3
GATA3,GATA2
GATA2,ZFPM2
ZFPM2,GATA2
SRC,FN1
FXR1,FN1
ZEB1,FN1
SNAI2,FN1
XRCC5,BLM
ATRX,BLM
RAD51,BLM
XRCC6,BLM
LMX1B,PBX1
PBX1,LMX1B
LMX1B,MEIS2
MEIS2,LMX1B
UPF2,RNPS1
RNPS1,UPF2
UPF2,UPF1
UPF1,UPF2
BCL11B,GATA3
GATA3,BCL11B
BCL11B,SATB2
SATB2,BCL11B
BCL11B,RBBP4
RBBP4,BCL11B
BCL11B,CUX1
CUX1,BCL11B
BCL11B,EOMES
EOMES,BCL11B
SFPQ,SRSF3
SRSF3,SFPQ
SFPQ,SSB
SSB,SFPQ
SFPQ,HNRNPK
HNRNPK,SFPQ
SFPQ,KHSRP
KHSRP,SFPQ
SFPQ,ALYREF
ALYREF,SFPQ
SFPQ,SF1
SF1,SFPQ
SFPQ,ILF2
ILF2,SFPQ
SFPQ,U2AF1
U2AF1,SFPQ
SFPQ,ILF3
ILF3,SFPQ
SFPQ,FUBP1
FUBP1,SFPQ
FXR1,SRC
SRC,FXR1
FXR1,ESRP1
RAD51,PRIM1
MCM3,PRIM1
HNRNPAB,ALYREF
ALYREF,HNRNPAB
XRCC5,DNA2
RAD51,DNA2
XRCC6,DNA2
TRIM33,CDC20
WDR5,MBIP
WDR5,DTL
WDR5,PBX1
PBX1,WDR5
WDR5,CXXC1
CXXC1,WDR5
WDR5,POLR2H
POLR2H,WDR5
WDR5,RBBP4
RBBP4,WDR5
WDR5,DCAF6
WDR5,RUVBL2
RUVBL2,WDR5
WDR5,PRMT6
WDR5,RARG
RARG,WDR5
WDR5,HOXB3
HOXB3,WDR5
WDR5,KDM6A
WDR5,TEX10
WDR5,EHMT2
EHMT2,WDR5
WDR5,POLR2F
POLR2F,WDR5
WDR5,NCOA6
NCOA6,WDR5
WDR5,POLR2A
POLR2A,WDR5
RAD51,REV3L
XRCC6,REV3L
MAPK10,DUSP10
MAPK10,TRAF6
TRAF6,MAPK10
MAPK10,ROR2
MAPK10,NFATC1
NFATC1,MAPK10
XRCC6,RBBP8
XRCC6,XRCC5
XRCC5,XRCC6
XRCC6,ATRX
ATRX,XRCC6
XRCC6,TDP2
XRCC6,PARP1
PARP1,XRCC6
XRCC6,RAD51
RAD51,XRCC6
XRCC6,CHEK2
XRCC6,EXO1
XRCC6,PHF21A
PHF21A,XRCC6
XRCC6,AR
AR,XRCC6
DNMT1,CXXC1
CXXC1,DNMT1
DNMT1,RBBP4
RBBP4,DNMT1
DNMT1,TFDP1
TFDP1,DNMT1
DNMT1,PARP1
PARP1,DNMT1
DNMT1,EHMT2
EHMT2,DNMT1
DNMT1,ZEB1
ZEB1,DNMT1
DNMT1,MCM3
MCM3,DNMT1
DNMT1,SAP18
SAP18,DNMT1
DNMT1,UHRF1
UHRF1,DNMT1
HAND2,TBX20
TBX20,HAND2
HAND2,NFATC1
NFATC1,HAND2
RXRG,NRIP1
NRIP1,RXRG
RXRG,CRABP2
CRABP2,RXRG
RXRG,RARG
RARG,RXRG
RXRG,PPARA
PPARA,RXRG
TEAD4,TEAD1
TEAD1,TEAD4
TEAD4,WWTR1
WWTR1,TEAD4
TRIM22,HLA-DRB1
CIITA,HLA-DRB1
CUX1,SATB2
SATB2,CUX1
CUX1,MAN1A1
CUX1,SATB1
SATB1,CUX1
CUX1,EOMES
EOMES,CUX1
GATAD2A,ZNF219
ZNF219,GATAD2A
GATAD2A,KAT6A
KAT6A,GATAD2A
GATAD2A,EHMT2
EHMT2,GATAD2A
GATAD2A,RBBP4
RBBP4,GATAD2A
GATAD2A,PHF21A
PHF21A,GATAD2A
GATAD2A,HDAC9
HDAC9,GATAD2A
GATAD2A,SNAI2
SNAI2,GATAD2A
GATAD2A,SAP18
SAP18,GATAD2A
GATAD2A,PHC1
RAD51,WDHD1
MCM3,WDHD1
ZNF219,RBBP4
RBBP4,ZNF219
ZNF219,ZNF521
ZEB1,ESRP1
ZEB1,ETS1
ETS1,ZEB1
ZEB1,ZEB2
ZEB2,ZEB1
ZEB1,AR
AR,ZEB1
ZEB1,VIM
WWTR1,ZNF521
AR,ZNF521
ILF2,SRSF3
SRSF3,ILF2
ILF2,SSB
SSB,ILF2
ILF2,XRCC5
XRCC5,ILF2
ILF2,RNPS1
RNPS1,ILF2
ILF2,HNRNPK
HNRNPK,ILF2
ILF2,KHSRP
KHSRP,ILF2
ILF2,ALYREF
ALYREF,ILF2
ILF2,YPEL5
ILF2,U2AF1
U2AF1,ILF2
ILF2,ILF3
ILF3,ILF2
ILF2,RBMX
RBMX,ILF2
ILF2,CEP290
RBMX,APOBEC3C
POLR1B,TFB2M
PDCD11,TFB2M
POLR1C,TFB2M
XRCC5,EXO1
RAD51,EXO1
PARP1,RBBP8
PARP1,TLE1
TLE1,PARP1
PARP1,XRCC5
XRCC5,PARP1
PARP1,RAD51
RAD51,PARP1
PARP1,RFC3
HLX,ESRRG
ESRRG,HLX
ESRRG,NRIP1
NRIP1,ESRRG
ESRRG,TLE1
TLE1,ESRRG
RAD51,DTL
MCM3,DTL
MDM4,DAXX
DAXX,MDM4
MDM4,CHEK2
SOX13,SOX5
SOX5,SOX13
PSMD9,KLHL12
AR,DCAF6
POU2F1,SNAPC3
SNAPC3,POU2F1
POU2F1,POLR3G
POU2F1,GATA3
GATA3,POU2F1
POU2F1,POLR2H
POLR2H,POU2F1
POU2F1,POU2AF1
POU2AF1,POU2F1
POU2F1,POLR2F
POLR2F,POU2F1
POU2F1,POLR1C
POLR1C,POU2F1
POU2F1,POU2F2
POU2F2,POU2F1
POU2F1,POLR2A
POLR2A,POU2F1
ETV3,E2F4
E2F4,ETV3
HIF1A,BNIP3
PRDM1,CIITA
CIITA,PRDM1
PRDM1,EHMT2
EHMT2,PRDM1
PDCD11,POLR1B
POLR1B,PDCD11
PDCD11,TEX10
PDCD11,RIOK1
PDCD11,NOC3L
PDCD11,RPP40
PDCD11,MYBBP1A
MYBBP1A,PDCD11
RAD51,TTK
CENPK,TTK
MCM3,TTK
ASB9,GLMN
WWP1,GLMN
RNF14,GLMN
RNF19A,GLMN
RBMX,YBX1
YBX1,RBMX
RBMX,SRSF3
SRSF3,RBMX
RBMX,RNPS1
RNPS1,RBMX
RBMX,HNRNPK
HNRNPK,RBMX
RBMX,ALYREF
ALYREF,RBMX
RBMX,SF1
SF1,RBMX
RBMX,UPF1
UPF1,RBMX
RBMX,ELAVL2
ELAVL2,RBMX
RBMX,POLR2H
POLR2H,RBMX
RBMX,SRSF10
SRSF10,RBMX
RBMX,SNRPB
SNRPB,RBMX
RBMX,SRSF2
SRSF2,RBMX
RBMX,POLR2F
POLR2F,RBMX
RBMX,ILF3
ILF3,RBMX
RBMX,POLR2A
POLR2A,RBMX
PBX1,PRKACB
PPARA,PRKACB
NFATC1,PRKACB
AR,PRKACB
FUBP1,SRSF3
SRSF3,FUBP1
FUBP1,KHSRP
KHSRP,FUBP1
FUBP1,SF1
SF1,FUBP1
FUBP1,U2AF1
U2AF1,FUBP1
FOXD3,MSX1
MSX1,FOXD3
FOXD3,TFAP2A
TFAP2A,FOXD3
FOXD3,SNAI2
SNAI2,FOXD3
NFIA,POLR3G
NFIA,NFIB
NFIB,NFIA
NFIA,POLR2H
POLR2H,NFIA
NFIA,POLR2F
POLR2F,NFIA
NFIA,POLR1C
POLR1C,NFIA
POLR1B,NOC3L
MYBBP1A,NOC3L
CNTRL,CEP55
ANKRD1,TTN
ANKRD1,PPARA
PPARA,ANKRD1
ANKRD1,NCOA6
NCOA6,ANKRD1
BMPR1A,BAMBI
BMPR1A,BMP2
BMP2,BMPR1A
BMPR1A,SMAD5
SMAD5,BMPR1A
BMPR1A,CER1
GTF3C4,POLR3G
GTF3C4,POLR2F
POLR2F,GTF3C4
GTF3C4,POLR1C
POLR1C,GTF3C4
GTF3C4,POLR2H
POLR2H,GTF3C4
POLR1C,POLR1B
POLR1B,POLR1C
POLR1C,SSB
SSB,POLR1C
POLR1C,POLR3G
POLR1C,POLR2H
POLR2H,POLR1C
POLR1C,NFIC
NFIC,POLR1C
POLR1C,MYBBP1A
MYBBP1A,POLR1C
POLR1C,SNAPC3
SNAPC3,POLR1C
POLR1C,DEK
DEK,POLR1C
POLR1C,NFIB
NFIB,POLR1C
POLR1C,POLR2F
POLR2F,POLR1C
POLR1C,POLR2A
POLR2A,POLR1C
ASB9,CDC20
WWP1,CDC20
RAD51,CDC20
RNF14,CDC20
CENPK,CDC20
ID1,CDC20
PSMD9,CDC20
TCF19,CDC20
RNF19A,CDC20
MCM3,CDC20
UHRF1,CDC20
YBX1,CSDE1
CSDE1,YBX1
YBX1,RNPS1
RNPS1,YBX1
YBX1,HNRNPK
HNRNPK,YBX1
YBX1,SF1
SF1,YBX1
YBX1,ELAVL2
ELAVL2,YBX1
YBX1,POLR2H
POLR2H,YBX1
YBX1,SNRPB
SNRPB,YBX1
YBX1,EWSR1
EWSR1,YBX1
YBX1,SRSF3
SRSF3,YBX1
YBX1,ALYREF
ALYREF,YBX1
YBX1,SRSF10
SRSF10,YBX1
YBX1,SRSF2
SRSF2,YBX1
YBX1,POLR2F
POLR2F,YBX1
YBX1,POLR2A
POLR2A,YBX1
SRC,PLAU
CENPK,CDCA8
TCF19,CDCA8
RAD51,CDCA8
MCM3,CDCA8
UHRF1,CDCA8
ATRX,XRCC5
XRCC5,ATRX
ATRX,DAXX
DAXX,ATRX
ATRX,RAD51
RAD51,ATRX
RBBP4,CCNE2
RBBP4,PBX1
PBX1,RBBP4
RBBP4,POLR2H
POLR2H,RBBP4
RBBP4,PHF21A
PHF21A,RBBP4
RBBP4,E2F4
E2F4,RBBP4
RBBP4,RARG
RARG,RBBP4
RBBP4,CENPK
CENPK,RBBP4
RBBP4,HOXB3
HOXB3,RBBP4
RBBP4,TFDP1
TFDP1,RBBP4
RBBP4,ASXL1
ASXL1,RBBP4
RBBP4,KAT6A
KAT6A,RBBP4
RBBP4,KDM6A
RBBP4,EHMT2
EHMT2,RBBP4
RBBP4,SKIL
SKIL,RBBP4
RBBP4,POLR2F
POLR2F,RBBP4
RBBP4,HDAC9
HDAC9,RBBP4
RBBP4,SNAI2
SNAI2,RBBP4
RBBP4,NCOA6
NCOA6,RBBP4
RBBP4,SAP18
SAP18,RBBP4
RBBP4,PHC1
RBBP4,POLR2A
POLR2A,RBBP4
SRC,TGFB1I1
TGFB1I1,SRC
SRC,MAP3K2
SRC,UNC5D
SRC,TRAF6
TRAF6,SRC
SRC,ESRP1
SRC,HNRNPK
HNRNPK,SRC
SRC,UNC5C
SRC,NEDD9
SRC,ITGA6
SRC,PROM1
SRC,S1PR3
SRC,PALLD
SRC,TLR4
TLR4,SRC
SRC,AR
AR,SRC
SRC,SNAI2
SNAI2,SRC
SRSF3,SSB
SSB,SRSF3
SRSF3,RNPS1
RNPS1,SRSF3
SRSF3,HNRNPK
HNRNPK,SRSF3
SRSF3,KHSRP
KHSRP,SRSF3
SRSF3,ALYREF
ALYREF,SRSF3
SRSF3,SF1
SF1,SRSF3
SRSF3,ELAVL2
ELAVL2,SRSF3
SRSF3,POLR2H
POLR2H,SRSF3
SRSF3,SRSF10
SRSF10,SRSF3
SRSF3,SNRPB
SNRPB,SRSF3
SRSF3,SRSF2
SRSF2,SRSF3
SRSF3,POLR2F
POLR2F,SRSF3
SRSF3,ILF3
ILF3,SRSF3
SRSF3,SAP18
SAP18,SRSF3
SRSF3,POLR2A
POLR2A,SRSF3
CNTRL,CEP290
TLR4,TRAF6
TRAF6,TLR4
TLR4,TLR7
TLR7,TLR4
LIN28A,PBX1
PBX1,LIN28A
LIN28A,SNRPB
SNRPB,LIN28A
LIN28A,UPF1
UPF1,LIN28A
DAXX,ETS1
ETS1,DAXX
AR,NRIP1
NRIP1,AR
AR,TGFB1I1
TGFB1I1,AR
AR,WWTR1
WWTR1,AR
AR,NR0B1
NR0B1,AR
AR,RNF14
RNF14,AR
AR,ETV1
ETV1,AR
AR,NKX3-1
NKX3-1,AR
AR,TPD52
PPARA,ABCA1
NCOA6,ABCA1
NCOA6,RARG
