Gene1	Gene2	EdgeWeight
HAND2	ANXA3	0.004446919541805983
AR	TGFBR3	0.004446474835276604
SMAD2	RRAS2	0.004446101374924183
TEAD4	WWTR1	0.004445900674909353
LEF1	ACTC1	0.004445319529622793
OTX2	SMAD2	0.004445039201527835
TCF4	ANKZF1	0.004445013590157032
PRDM1	TRIM22	0.004444876685738564
BCL11A	APC	0.004444707185029984
MLLT3	NFATC3	0.004444468766450882
FOXH1	CENPK	0.0044441730715334415
FOXH1	MBOAT1	0.004443593788892032
EZH2	STAT3	0.0044424058869481095
MLLT3	GATA2	0.004441735800355673
FOXH1	B3GNT5	0.0044417064636945724
TCF4	ZNF521	0.004441080614924431
BCL11A	ETV4	0.004439510870724917
LEF1	SEMA6D	0.0044395094737410545
MLLT3	TGFB1I1	0.004438847303390503
FOXH1	BAMBI	0.00443847244605422
AR	ZFYVE16	0.004437894560396671
FOXP1	POLR3E	0.004436165560036898
HAND2	SOX2	0.00443613063544035
GATA4	COL5A1	0.004435661248862743
TFAP2A	SUPT16H	0.00443547498434782
FOXP1	KLHL24	0.004435465205460787
DNMT3B	AR	0.004435287322849035
EZH2	CRX	0.004435067065060139
MLLT3	ATP11B	0.004434632137417793
TCF4	EMB	0.0044342190958559504
FOXP1	IFI16	0.0044339592568576345
SNAI2	WNT5A	0.004433560650795697
FOXP1	PBXIP1	0.0044333054684102535
OTX2	GABRB2	0.004433294292539358
OTX2	GRPR	0.004433203022927046
AR	GYPA	0.004432914778590202
GATA3	RPE	0.004432627931237221
FOXP1	ST8SIA1	0.004431596957147121
TEAD4	LIPG	0.0044314125552773476
STAT3	TRIM25	0.004431338980793953
SOX2	MEIS2	0.0044307312928140155
SOX2	SKIL	0.004430617671459913
EZH2	ZNF202	0.004430584609508514
SMAD2	STIM2	0.004430433269590139
TCF4	RBBP4	0.004430246539413929
AR	SH3RF1	0.004430132918059826
DNMT3B	STK3	0.004429865628480911
MLLT3	ISL1	0.004429762251675129
AR	MED16	0.0044296784326434135
MLLT3	AEBP1	0.0044295559637248525
GATA2	GPC3	0.004429480992257595
FOXH1	ETV1	0.004429166205227375
SOX2	ANKZF1	0.00442871730774641
EOMES	POU2F2	0.004427917301654816
JUND	OAS1	0.0044276476837694645
AR	HOMER1	0.004427436739206314
MLLT3	ZNF587	0.0044272313825786105
TEAD4	RGPD2	0.004427061881870031
AR	CDCA8	0.004426243714988232
GATA3	SMAD5	0.004425947554409504
MLLT3	GATA4	0.004425831139087677
HAND2	PPARGC1B	0.004425737075507641
ZFP42	MEF2D	0.004425187595188618
FOXP1	EMB	0.004424403421580792
EGR1	EMB	0.004424280487000942
MLLT3	CCKBR	0.004424169193953276
EGR1	CEP290	0.004423803184181453
AR	BMP4	0.004422398749738932
HAND2	RUNX1	0.004421993624418974
TFAP2A	LTBP1	0.004421109799295664
EZH2	GABRB3	0.0044206990860402575
EGR1	ERBB4	0.004420369863510132
DNMT3B	KLF6	0.004420352634042501
TFAP2A	ANGPT2	0.004420134238898754
TCF4	ARHGAP28	0.00441990839317441
EOMES	RBPJ	0.004419416654855013
EGR1	STAT2	0.0044191330671310425
MLLT3	CA14	0.004418910481035709
FOXP1	MEX3C	0.004418814554810524
TFAP2A	STC1	0.004418275319039822
SMAD2	PGM2	0.0044177984818816185
FOXP1	CCND1	0.004417700693011285
SMAD2	CTSK	0.00441754562780261
LEF1	TGFB1	0.0044174264185130605
BCL11A	LRAT	0.004417027812451124
AR	B4GALT4	0.004417015239596367
GATA3	CNBP	0.0044167982414364815
SMAD2	MCM5	0.004415892530232668
EZH2	MPHOSPH9	0.0044158357195556155
AR	SERHL2	0.004414967261254787
EGR1	ZKSCAN1	0.004414549097418785
EOMES	BUB1B	0.004414522554725409
AR	ESCO2	0.004413967486470939
FOXP1	SSB	0.0044137388467788705
FOXP1	NIPSNAP3A	0.0044136689975857735
STAT3	PROM1	0.004413323011249304
PRDM1	ISCA1	0.004413272719830275
FOXP1	SHOX2	0.004412744194269179
EZH2	MRPS35	0.004412662703543901
GATA3	MCM3	0.004412326496094465
STAT3	NEDD4	0.004412233363837004
STAT3	NFIC	0.004412105772644281
TEAD4	TLE3	0.004411658737808466
LEF1	FLI1	0.004411198664456606
TEAD4	COL4A1	0.0044108559377491465
EOMES	STK38L	0.004409793764352799
EGR1	ZNF24	0.004408864304423332
STAT3	DLC1	0.004408701788634062
GATA2	MAML3	0.004408334847539663
TFAP2A	BRWD1	0.004407906904816628
AR	MSX1	0.004407497588545084
SMAD2	FUS	0.0044071520678699025
ZFP42	NCAM1	0.004407093860208988
FOXP1	SIRT1	0.004406845662742853
GATA6	SMARCD3	0.004406273365020752
OTX2	NCAM1	0.004406134597957134
GATA3	MCM7	0.0044061290100216866
OTX2	ITGA5	0.004406023770570755
SMAD2	TLR4	0.004406011663377285
DNMT3B	CNKSR3	0.0044059487991034985
TEAD4	DNAJC2	0.004405932500958443
BCL11A	POLR2D	0.00440557301044464
EZH2	PAM	0.00440535182133317
AR	MED14	0.004405334126204252
FOXP1	RGPD2	0.004405178595334292
EOMES	LGALSL	0.004404652863740921
TCF4	ZFYVE16	0.0044037243351340285
SMAD2	SLC39A8	0.004403171129524708
SOX2	TRIM2	0.004402649123221636
EGR1	ASNS	0.004402176942676307
TFAP2A	APOBEC3C	0.004401950165629387
BCL11A	RPE	0.004401674494147301
EGR1	CPE	0.004401549696922302
OTX2	LGR4	0.00440081162378192
MLLT3	TRIM2	0.004400489386171103
EZH2	NONO	0.004400268662720919
OTX2	SNAPC3	0.004399844910949469
GATA3	PER3	0.004399271681904793
LEF1	DPH2	0.004398989491164684
STAT3	TFAP4	0.004398937337100506
PRDM1	HPRT1	0.004398450255393982
GATA2	SMAD6	0.004397983197122811
FOXP1	MAGI3	0.00439764093607664
MLLT3	DLC1	0.004397569224238396
MXI1	SIX6	0.004397322423756123
EOMES	DEDD2	0.0043970164842903605
EZH2	DPYSL3	0.004396792966872454
MLLT3	TRIM27	0.004396433476358652
FOXP1	RARG	0.004396279342472553
TEAD4	CCNB2	0.004395739175379275
GATA6	SLITRK2	0.004395590163767339
FOXP1	WDHD1	0.004395361989736557
AR	DMBX1	0.0043947440572083
SMAD2	PHF21A	0.004394345916807652
OTX2	SRSF3	0.004393260460346936
FOXH1	EOMES	0.004392582457512617
TEAD4	DAXX	0.00439197663217783
SOX2	MAPK10	0.004391884431242943
GATA3	ZNF146	0.004391753114759922
DNMT3B	CEP85L	0.004391641821712256
DNMT3B	S1PR3	0.004391529131680727
GATA2	DNAJC2	0.004391518421471119
GATA2	MECOM	0.0043908837251365185
TCF4	SLC39A11	0.0043905479833483705
SMAD2	GPC3	0.004390330985188484
OTX2	NFATC3	0.004389978479593992
PRDM1	BMPER	0.0043899393640458575
FOXP1	AMN1	0.004388986621052028
LEF1	MAN1A1	0.00438874214887619
EGR1	DAB2	0.004388120025396347
TCF4	COL4A1	0.004387691617012024
AR	HDGF	0.00438754353672266
DNMT3B	DDHD2	0.004386714659631252
TEAD4	SLC36A4	0.004386582411825657
EGR1	TGFB1I1	0.004385991487652063
SOX2	HAND1	0.004385973792523146
SOX2	MEX3C	0.0043855258263647565
GATA3	MAPK10	0.004385143052786589
GATA4	KLF8	0.004385067615658046
SMAD2	HDGF	0.004385017324239016
FOXH1	FOXJ1	0.004384651780128479
DNMT3B	TLE2	0.004384566098451614
BCL11A	MBOAT1	0.0043844892643392095
AR	FER	0.00438425550237298
SOX2	LIN28A	0.0043840548023581505
EGR1	CBX3	0.0043831863440573215
SOX2	SLC46A3	0.004382908809930086
FOXP1	RAD51AP1	0.00438257958739996
EGR1	ARID4B	0.004382531624287367
AR	CDC7	0.004382212646305561
EGR1	POLR2G	0.0043820315040647975
GATA2	THY1	0.004381481558084488
EGR1	PRSS35	0.00438081007450819
AR	RALB	0.004380702041089535
TFAP2A	XRCC5	0.004380590282380581
SOX17	KLF8	0.004380093887448311
EOMES	DEPDC1B	0.00437980843707919
TFAP2A	RNF14	0.004379795398563147
EGR1	TLR4	0.004378937650471926
TCF4	STAT2	0.004378892481327057
MLLT3	SF1	0.00437848549336195
AR	FLRT2	0.004378417972475289
ZFP42	FLRT2	0.004378252662718296
FOXP1	SPP1	0.004378251731395722
SOX17	KLF5	0.004377816803753376
GATA2	ELK3	0.004377191886305809
GATA4	BCAR3	0.0043770214542746535
SMAD2	CCDC81	0.004376174882054329
GATA4	NRP2	0.00437545869499445
LEF1	RARG	0.004375389311462641
EGR1	TCEA1	0.004374281503260136
TEAD4	SEMA3A	0.004373845644295216
EGR1	ARNT2	0.004373478703200817
TEAD4	ZNF146	0.004373285919427872
TCF4	NEDD9	0.004372515715658665
GATA3	NPM1	0.004372154828161001
OTX2	SOX4	0.00437203049659729
GATA3	NUSAP1	0.0043718828819692135
SOX17	GNG11	0.0043716742657125
FOXP1	ANKRD28	0.0043716426007449636
EGR1	RRAS2	0.0043709026649594316
TEAD4	SIPA1L2	0.0043702260591089725
SOX2	PRIM1	0.0043702227994799605
AR	TLR4	0.0043691168539226055
MLLT3	FAM89A	0.004368919879198074
FOXP1	CCDC82	0.004368517082184553
MLLT3	FOXN3	0.004368404392153025
GATA3	DAAM1	0.004368382506072521
LEF1	ESPL1	0.004368199501186609
TEAD4	SPP1	0.004367697052657604
PRDM1	SUPT16H	0.004366852343082428
MXI1	DDHD2	0.0043663172982633105
MXI1	GATM	0.004365871660411358
AR	DDHD2	0.0043656318448483935
GATA3	MED16	0.004365528468042612
DNMT3B	WWTR1	0.004364999011158943
EGR1	MECOM	0.004364626482129097
EZH2	SMARCD1	0.004364429973065853
BCL11A	BMPER	0.004364324733614922
TFAP2A	DDAH1	0.0043642520904541016
ZFP42	ABCA1	0.004363731015473604
BCL11A	PRMT6	0.004363556392490864
FOXH1	MCM5	0.004363542888313532
TEAD4	FAM89A	0.004363160114735365
TCF4	AIP	0.0043631321750581264
TEAD4	FST	0.004362855572253466
SMAD2	DTL	0.004362523555755615
GATA3	DEK	0.004362043924629688
KLF5	AR	0.004361925646662712
TCF4	LPIN1	0.00436177896335721
KLF5	CREB3L4	0.004361646249890328
EZH2	ARL4A	0.004361645318567753
MLLT3	EZH2	0.00436161644756794
BCL11A	DPH2	0.004360254853963852
FOXP1	MYOCD	0.0043602422811090955
DNMT3B	NFKBIB	0.004360220860689879
FOXH1	POU2F1	0.004359989892691374
GATA3	MCM2	0.0043588196858763695
EZH2	TBC1D4	0.0043587214313447475
EGR1	GLDC	0.004358704201877117
KLF5	PPARGC1B	0.004358287435024978
ZFP42	ZEB2	0.0043581798672676095
SMAD2	MRPL1	0.004358117934316397
MLLT3	POU2F1	0.004357514437288046
FOXP1	PPARA	0.0043567437678575524
BCL11A	SOX4	0.004356598015874624
EOMES	WDR35	0.004356556572020054
TEAD4	PNPLA8	0.004356187768280506
MLLT3	HNRNPK	0.004356151912361384
MLLT3	ETV3	0.0043560685589909545
TEAD4	ABCA1	0.004356042016297579
EOMES	CCDC138	0.004355963785201311
EGR1	XRCC5	0.004355953074991703
AR	AGPAT5	0.004355486948043108
AR	WDR5	0.004355429206043482
FOXP1	HIST1H1B	0.004354930017143488
FOXP1	DEK	0.004353797528892756
SOX17	TWIST1	0.0043517155572772035
AR	ZBTB10	0.004351506941020489
FOXP1	RSPO3	0.004350784700363874
BCL11A	SLA2	0.0043505378998816005
FOXP1	SOX5	0.004350386094301939
STAT3	ENC1	0.004349614027887583
MLLT3	PDGFRA	0.00434910599142313
TEAD4	SOX7	0.004349070135504007
GATA6	CEP55	0.004348918795585632
EGR1	SORL1	0.004348638001829386
LEF1	TEAD4	0.004347807262092829
FOXP1	SH3BGRL2	0.0043476750142872325
HAND2	GRHL2	0.00434739189222455
BCL11A	AK4	0.004347381182014942
GATA3	CLDN10	0.004347278270870447
TEAD4	FUBP1	0.0043472452089190474
FOXH1	RIPPLY1	0.0043472289107739925
AR	NFATC3	0.004346981178969146
EZH2	RMI1	0.004346615634858608
EGR1	PMP22	0.004346077796071768
FOXH1	TFDP1	0.004345898050814867
MLLT3	PTGR1	0.004345241468399763
STAT3	KLF7	0.004345150198787451
SMAD2	SF1	0.004345118533819914
FOXP1	COMMD10	0.004345030058175325
AR	AES	0.004344913177192211
EGR1	POLR1C	0.004344861023128033
EZH2	TMF1	0.0043435958214104176
KLF5	LMO2	0.004343484994024038
OTX2	SLC39A11	0.0043428875505924225
GATA3	SLITRK2	0.004342883359640837
GATA2	KLF6	0.0043428256176412106
EGR1	APBB2	0.004342746920883656
EZH2	SPIB	0.00434238789603114
BCL11A	AKAP2	0.0043423715978860855
TFAP2A	FAM117B	0.0043423641473054895
EGR1	MAFF	0.004342284053564072
STAT3	CCKBR	0.004342134576290846
SOX2	ZNF202	0.004341929685324431
FOXP1	PRDM1	0.004341862630099058
GATA2	GLIPR2	0.004341786727309227
BCL11A	ZNF8	0.004341695923358202
EZH2	CCDC82	0.0043416768312454215
SOX2	HOMER1	0.004340477753430605
TCF4	DPH2	0.004340013023465872
AR	COMMD10	0.004339857492595911
TFAP2A	SOX4	0.0043388521298766145
TEAD4	RNF14	0.00433880090713501
FOXH1	NFE2L3	0.004338577855378389
ZFP42	GLRX	0.004338423255831003
TCF4	MEIS2	0.004338414873927832
GATA4	GLRX	0.004338318016380072
KLF5	LIMCH1	0.004338232334703207
AR	CLGN	0.004338005091995001
TEAD4	ZNF521	0.004337666090577841
AR	NDC80	0.004337567370384932
OTX2	POLR2D	0.00433706259354949
TRIM28	MEIS1	0.004336907062679529
TFAP2A	ST8SIA4	0.004335567820817232
DNMT3B	AIP	0.0043351445347070685
MLLT3	DDHD2	0.004334894008934498
GATA3	SLC35A3	0.004334880970418453
GATA4	CPE	0.004333804361522198
AR	SEMA5A	0.0043336027301847935
TEAD4	XRN1	0.004333030432462692
DNMT3B	ST8SIA4	0.004332851152867079
EZH2	CBFA2T2	0.004332312382757664
MLLT3	S1PR3	0.004331492353230715
SOX17	PIK3R5	0.004330991767346859
GATA3	CALCOCO1	0.0043308516032993785
FOXH1	GATA6	0.004330827388912439
GATA6	HAS2	0.004330776166170836
BCL11A	NFIB	0.004330655094236136
OTX2	DAXX	0.004329622257500887
TCF4	PURA	0.004329549614340067
AR	GTF3C4	0.004329407121986151
FOXP1	SOX13	0.004329007118940353
SOX17	SAMD3	0.004328938666731119
MLLT3	KLF7	0.004328708164393903
KLF5	GRHL2	0.004327941220253706
GATA4	EGF	0.004327752627432346
PRDM1	OAS1	0.004327502567321062
MLLT3	KIAA1324L	0.004327449481934309
AR	KLF8	0.00432700477540493
BCL11A	FOXF1	0.004326910711824894
BCL11A	FUS	0.00432564876973629
GATA3	ST8SIA1	0.004325397778302431
EOMES	CD200	0.0043248021975159645
FOXH1	MCM3	0.00432468904182315
EZH2	POLR1C	0.0043244301341474065
AR	UPF1	0.004324337001889944
SOX2	PRMT6	0.004323660861700772
GATA6	PRDM1	0.0043236459605395785
STAT3	CHL1	0.004322515800595284
TEAD4	DACH1	0.0043220045045018205
EZH2	SORL1	0.004321710672229528
GATA6	CCDC81	0.0043213218450546265
MLLT3	DNAJB14	0.004321218933910132
GATA4	FOXF1	0.004321204964071511
AR	ELK3	0.004320541862398386
PRDM1	AKAP2	0.004320171196013689
TFAP2A	TMF1	0.004320115316659212
GATA2	QPCT	0.004320054315030575
BCL11A	SMARCC1	0.004319708328694104
TFAP2A	APBB2	0.0043196803890168676
FOXP1	CALCOCO1	0.004319255240261555
OTX2	KRCC1	0.004318611696362495
GATA3	REV3L	0.004318536724895239
MLLT3	TBC1D4	0.004318445920944214
GATA3	TGFB1	0.004318279679864645
TFAP2A	RND3	0.00431798305362463
FOXP1	NAA15	0.00431781867519021
TCF4	CAP2	0.00431767525151372
STAT3	MEIS2	0.0043172724545001975
AR	LPIN1	0.004316233098506928
TEAD4	ACOX3	0.004315962083637714
EGR1	PRDM1	0.004315563477575779
GATA2	HAPLN1	0.004314526915550232
BCL11A	POLR2G	0.004314225167036057
EGR1	ZNF589	0.004314115736633539
FOXP1	SLC6A15	0.00431379908695817
AR	RBBP8	0.004313732031732798
EZH2	ENO1	0.0043135383166372785
LEF1	ELK3	0.004313418176025152
DNMT3B	IL6ST	0.004313220735639335
TCF4	SEMA6D	0.004313071258366108
TEAD4	ST8SIA1	0.004312728997319937
MLLT3	NFYB	0.004312563687562943
LEF1	DNAJC2	0.004312371835112572
OTX2	LDB2	0.004310935735702515
FOXP1	TFB2M	0.0043107750825583935
DNMT3B	LPIN1	0.004310233052819967
STAT3	GABRB2	0.004309585317969322
FOXP1	TFE3	0.00430936086922884
DNMT3B	PHF21A	0.004309331998229028
TEAD4	RALB	0.004309235140681267
EGR1	SNRPD1	0.004309181123971939
EGR1	CDCA2	0.004308812785893679
BCL11A	RAB31	0.004308732226490974
GATA3	SEMA5A	0.004308268893510103
DNMT3B	ITGA5	0.004307824652642012
SOX2	ZNF8	0.004307733848690987
SOX2	GATA2	0.004307409748435021
DNMT3B	LHX1	0.004306535702198744
SMAD2	ETV3	0.004306282848119736
SOX17	FAM89A	0.004306088667362928
OTX2	CEP55	0.004305816721171141
TCF4	GABRB2	0.0043057980947196475
GATA3	CLGN	0.004305491223931313
ZFP42	GPSM2	0.004304099828004837
JUND	SLC46A3	0.004303572233766317
GATA2	HSD17B11	0.004303344059735537
TFAP2A	CRX	0.004302790854126215
AR	DCAF6	0.004302737303078175
FOXH1	TFAP4	0.004302451387047768
GATA3	WDR35	0.004301241599023342
HAND2	TLR4	0.004300904460251331
TEAD4	NUP54	0.004300847183912993
AR	ZFP42	0.004300598055124283
GATA4	MYOCD	0.0043005612678825855
BCL11A	POU2F1	0.004300046246498822
EGR1	SLCO2A1	0.004299628548324108
FOXP1	CAMK2D	0.004298978019505739
MLLT3	RNF13	0.004298873245716095
PRDM1	TCOF1	0.004298191517591477
EGR1	MEIS1	0.004298077430576086
EGR1	TTC27	0.004298033192753792
AR	CRHBP	0.00429760105907917
DNMT3B	NXT2	0.004297410137951374
BCL11A	PHC1	0.0042973440140485755
ZFP42	APC	0.004297032020986079
AR	TRIP13	0.004296479746699333
SMAD2	PRSS35	0.004296239931136371
AR	TIPIN	0.0042952350340783605
FOXP1	EXO1	0.004295177292078733
EOMES	PTMA	0.004295170307159424
STAT3	TLE2	0.004294809885323048
FOXH1	AMIGO2	0.0042944950982928285
TEAD4	SH3BGRL	0.004294316750019789
FOXP1	AKAP2	0.004293890204280615
SOX17	PBXIP1	0.0042934208177030095
FOXH1	KIF21A	0.004292739555239677
BCL11A	POLR1C	0.004292723257094622
EGR1	MMP16	0.004292661789804697
SMAD2	DACH1	0.004291965626180172
BCL11A	LRR1	0.004291925113648176
FOXH1	RRN3	0.004291161894798279
FOXP1	CTSK	0.004291046876460314
TCF4	TFB2M	0.004290868528187275
EOMES	CLDN10	0.004290785174816847
FOXP1	STC1	0.004290590528398752
TEAD4	CNBP	0.004290584474802017
TEAD4	ASXL1	0.004290363285690546
DNMT3B	TFAP2A	0.004290323704481125
GATA2	NTS	0.004290093667805196
EGR1	RPE	0.004289851523935796
FOXP1	GATM	0.004289829172194004
ZFP42	OAS1	0.004289817065000534
SOX17	ZNF165	0.004289163276553154
GATA2	NEDD9	0.004289037082344294
TEAD4	PRDM1	0.004287701100111008
FOXP1	TNFRSF11B	0.004287616815418005
FOXP1	HNRNPK	0.004287340212613343
SOX2	LGALSL	0.0042872997000813476
EGR1	EWSR1	0.004286920186132193
EZH2	ZEB2	0.004286556970328093
TCF4	ITM2A	0.004285962786525488
TEAD4	PSMD9	0.004285924602299929
EZH2	ELL2	0.0042851800099015245
SNAI2	HDAC9	0.0042849923484027394
GATA2	COLEC12	0.0042848135344684115
STAT3	MCCC1	0.004284682683646679
STAT3	TRDN	0.0042846580035984525
SOX2	RTKN2	0.004284386523067951
KLF5	ID1	0.004284365102648735
MLLT3	MED14	0.004284228663891554
FOXP1	RXRG	0.004283901769667864
FOXP1	TGFBR3	0.004282474052160978
SOX2	DSCC1	0.004282466135919094
AR	FOXH1	0.004281079862266779
GATA3	TGFBR3	0.004281046334654093
FOXP1	DKK4	0.004281007684767246
AR	RAD51AP1	0.004280896857380867
BCL11A	UHRF1	0.004280516877770424
STAT3	ARID5B	0.0042802426032722
AR	RAI14	0.00427958182990551
DNMT3B	SERHL2	0.004279403015971185
AR	ZNF585B	0.004279235843569039
TCF4	POLR2H	0.004278385080397129
FOXP1	KDELR3	0.004278130363672972
STAT3	RFPL2	0.004277549684047699
FOXH1	PLAU	0.00427689915522933
EZH2	STIM2	0.004276898223906755
SMAD2	PDE3B	0.004276791121810675
BCL11A	SLC36A4	0.004275946877896786
TEAD4	PPP1R9A	0.004275801591575146
GATA3	SLC36A4	0.004275554791092873
FOXP1	MCCC1	0.0042749159038066855
MLLT3	ITPR2	0.0042746965773403645
STAT3	TEAD1	0.004274571780115366
FOXP1	SPPL2A	0.0042744078673422345
EGR1	SATB2	0.0042742867954075345
SOX2	UPF1	0.004274177830666304
TEAD4	LGR4	0.004274135921150446
FOXH1	REL	0.004273899830877781
TEAD4	STAT3	0.004273877013474703
SOX2	SH3BGRL2	0.004272279795259236
GATA4	CEP85L	0.004271648358553648
OTX2	CTNNB1	0.004271444398909807
GATA2	COL4A1	0.004271415993571281
FOXP1	SERHL2	0.004271187819540501
EGR1	SRSF6	0.0042710816487669945
GATA3	SOX17	0.0042700329795479774
MLLT3	CCDC81	0.004269937053322792
TEAD4	PSIP1	0.004269761499017477
MLLT3	MAGI3	0.0042693112045526505
TFAP2A	NCAM1	0.004269292578101158
GATA4	NCOA6	0.00426874216645956
FOXH1	RND3	0.004267727956175804
MLLT3	NDC80	0.004267625045031309
ZFP42	NFATC1	0.004266389645636082
MXI1	TMOD1	0.004265613853931427
MLLT3	GPC6	0.004265363328158856
FOXH1	CITED2	0.004265340510755777
GATA2	NHLH2	0.004265282768756151
GATA3	ZNF585B	0.004265205003321171
EGR1	SMAD6	0.004265157971531153
SOX17	BARX2	0.0042648050002753735
GATA3	MAFF	0.004264412447810173
TFAP2A	VAMP7	0.0042640920728445044
OTX2	FST	0.004263206850737332
AR	PALLD	0.0042625609785318375
LEF1	PRICKLE1	0.004261607304215431
EGR1	TGFB1	0.004261077381670475
AR	ERBB4	0.004260779824107885
TCF4	POLR3G	0.004260758403688668
TEAD4	PREPL	0.00426073558628559
FOXH1	SRSF2	0.004260469693690538
STAT3	ARL4D	0.004260380286723375
GATA4	ALCAM	0.00426036398857832
TCF4	SENP7	0.004258636385202408
GATA3	DAXX	0.004258552100509404
FOXP1	GLRX	0.004257724154740572
SNAI2	CNKSR3	0.004257719963788986
EGR1	CCKBR	0.0042572119273245335
OTX2	ASXL1	0.004256984684616327
ZFP42	PALLD	0.004256933927536011
SOX2	JMJD1C	0.0042558200657367715
LEF1	TWIST1	0.0042557306587696075
MLLT3	PSMD9	0.004254870116710664
EOMES	PMP22	0.0042548407800495625
FOXP1	DAXX	0.004254698287695646
TEAD4	STK38L	0.004254378378391266
FOXP1	PNPLA8	0.004254282452166081
DNMT3B	BMP4	0.004253206308931111
GATA3	FN1	0.004252978134900332
EZH2	ZNF587	0.00425267405807972
EZH2	ZBTB10	0.00425224332138896
SMAD2	HTRA1	0.004251951351761818
DNMT3B	DUSP4	0.0042514377273619175
FOXP1	BCLAF1	0.0042510624043643475
MLLT3	YBX1	0.004250678233802319
SOX2	AKAP2	0.004250538535416125
GATA3	CRHBP	0.004250085446983576
AR	CDCA2	0.00424861302599311
GATA2	E2F7	0.0042483219876885405
HAND2	KLF5	0.004247548524290322
GATA6	SIPA1L2	0.0042475368827581406
MXI1	AMN1	0.0042459266260266295
TEAD4	NFIB	0.004245646763592959
FOXP1	GYPB	0.004245406482368708
MLLT3	ETV1	0.004245156887918711
TEAD4	SEMA6D	0.0042450916953384885
OTX2	EGF	0.004244785290211439
FOXP1	DLGAP5	0.004244753159582615
AR	RPE	0.004244589246809483
EZH2	SIRT1	0.004243805073201656
SMAD2	CHAF1A	0.004243801813572645
OTX2	SEMA3E	0.004243656061589718
BCL11A	ILF3	0.0042434833012521276
TEAD4	SH3RF1	0.0042425962164998055
GATA4	DUSP4	0.004242449067533015
MLLT3	PNPLA8	0.0042424276471138
FOXP1	KDM6A	0.004242280032485724
EOMES	EGR1	0.004241744056344032
AR	ECI2	0.004241334740072489
FOXH1	GLMN	0.004240397829562426
EZH2	ZNF160	0.004240337293595076
EZH2	MBOAT1	0.004240328911691904
AR	MCM4	0.004240083973854779
AR	SLCO2A1	0.004239976406097412
FOXH1	TRIM2	0.004239900968968868
ZFP42	TGFBR3	0.004239819478243589
SMAD2	SERPINE2	0.004239082336425781
OTX2	LPGAT1	0.004238502588123083
LEF1	HMGA1	0.004238497000187635
LEF1	LIMCH1	0.004238269291818142
SNAI2	MITF	0.004237848799675703
EZH2	MFAP4	0.004237669054418802
SOX2	COMMD10	0.004237167537212372
GATA2	ATP2B4	0.004236690234392881
SMAD2	EOMES	0.0042365952394902715
TEAD4	CUX1	0.0042365649715065965
AR	SYNC	0.004236376378685236
AR	SENP7	0.004236312117427588
AR	GATA4	0.00423621479421854
AR	HNRNPAB	0.004235665313899517
OTX2	EZH2	0.004235472064465284
TCF4	STT3B	0.004235186148434877
SNAI2	HOPX	0.0042350240983068934
SOX2	SATB2	0.004234564024955034
DNMT3B	HOXB3	0.004234009422361851
TEAD4	ARL4D	0.004233920946717261
EGR1	RRN3	0.0042338031344115725
SMAD2	AMN1	0.004233686253428459
AR	CBR1	0.0042333174496889114
EZH2	SEMA5A	0.004232879262417555
BCL11A	ODC1	0.004232752136886121
MXI1	CD200	0.004232608247548343
FOXH1	GDAP1	0.004232279490679503
EGR1	RAI14	0.0042312266305089
MLLT3	ANKRD26	0.004230757709592582
MLLT3	HAND1	0.0042306226678192616
OTX2	ABCA1	0.0042298114858567715
EGR1	IGDCC4	0.004228702746331693
EZH2	RRN3	0.004228500649332999
FOXP1	NDC80	0.0042271590791642675
BCL11A	WDHD1	0.004227136727422476
FOXP1	NFAT5	0.0042268894612789145
EZH2	CSDE1	0.004226215183734894
FOXP1	SAP18	0.004225903190672398
SMAD2	PLAGL2	0.004225793294608593
SOX2	APBB2	0.004225672688335179
FOXP1	FBXO28	0.004224780946969986
AR	BLM	0.004224204923957586
GATA3	ZRANB2	0.0042239995673298844
OTX2	CNBP	0.004223820753395557
EGR1	CYP1B1	0.004223279654979707
AR	RAB31	0.0042225634679198265
POU5F1	HOPX	0.004222235642373562
AR	EHMT2	0.00422221003100276
EGR1	DDX54	0.004222148098051548
SMAD2	MAML3	0.0042221364565193644
EGR1	POLR1B	0.004221496172249317
FOXP1	DCLK1	0.004221447743475436
ZFP42	GYPE	0.004221439361572266
DNMT3B	THAP9	0.004221176262944937
TEAD4	PCDH10	0.004220931325107813
SOX2	DKK4	0.0042194630950689324
AR	MRPS35	0.004218962974846363
TFAP2A	BNIP3	0.004218703601509333
BCL11A	SOX7	0.004218178801238537
EGR1	NT5DC3	0.0042178784497082225
FOXH1	ISCA1	0.004217746667563915
EGR1	SAP18	0.004217480774968863
GATA2	SOX2	0.004217463545501232
TEAD4	HLA-DRB1	0.004217153415083885
FOXH1	GLDC	0.004216707777231932
TEAD4	BAG3	0.004216196481138468
MLLT3	ETS1	0.004216195549815893
JUND	ANXA3	0.0042157922871410855
BCL11A	PBX1	0.00421566516160965
TFAP2A	SEMA5A	0.0042144316248595715
OTX2	TLE3	0.00421440415084362
TCF4	PMP22	0.00421413267031312
GATA4	CAP2	0.0042138216085731975
DNMT3B	TFAP4	0.004213197156786919
FOXP1	ISL1	0.004213164094835521
TCF4	RAI1	0.0042123799212276936
KLF5	RIPPLY1	0.004212288185954094
GATA3	UHRF1	0.004212048836052418
FOXP1	ILF2	0.0042118155397474774
PRDM1	WDR5	0.0042117051780223855
